tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
12,8,2,3.8,3.9,0.71,Needs improvement in deadlines,0.58,4.1,0.5,0.79,3.71
18,10,5,3.3,3.3,0.77,Excellent performance and teamwork,0.78,3.1,0.36,0.5,3.16
9,1,4,2.7,3.3,0.77,Late submission and weak teamwork,0.9,4.6,0.58,0.87,2.67
17,7,10,3.4,3.9,0.95,Needs improvement in deadlines,0.64,3.1,0.71,0.99,3.17
5,2,1,4.3,3.4,0.83,Very committed and reliable,0.85,2.7,0.92,0.48,3.1
12,5,2,3.8,4.3,0.84,Late submission and weak teamwork,0.94,2.7,0.96,0.94,3.21
16,7,0,4.5,3.8,0.87,Excellent performance and teamwork,0.55,2.7,0.86,0.84,3.29
5,2,2,3.7,3.3,0.73,Needs improvement in deadlines,0.7,3.7,0.76,0.69,3.11
14,12,2,2.7,4.9,0.81,Needs improvement in deadlines,0.88,3.3,0.33,0.71,3.87
10,3,7,4.5,3.6,0.67,Excellent performance and teamwork,0.52,3.0,0.53,0.44,3.01
19,10,6,3.2,3.3,0.8,Late submission and weak teamwork,0.5,3.2,0.43,0.78,3.13
18,11,5,4.9,3.9,0.72,Excellent performance and teamwork,0.65,4.9,0.64,0.88,4.02
8,5,2,3.0,4.7,0.66,Excellent performance and teamwork,0.42,3.5,0.63,0.87,3.51
10,6,1,2.8,3.6,0.96,Outstanding contribution,0.4,2.7,0.92,0.85,3.2
13,0,12,3.9,2.5,0.72,Very committed and reliable,0.78,3.3,0.92,0.4,2.3
9,4,5,4.9,3.3,1.0,Late submission and weak teamwork,0.54,3.2,0.51,0.58,3.45
18,10,1,2.9,3.0,0.99,Needs improvement in deadlines,0.83,4.3,0.78,0.68,3.37
9,3,2,2.2,3.7,0.62,Very committed and reliable,0.61,3.5,0.98,0.54,2.69
7,2,5,2.7,2.9,0.87,Outstanding contribution,0.66,4.2,0.36,0.6,2.82
9,3,2,4.8,2.4,0.93,Good but not consistent,0.55,2.7,0.34,0.41,2.95
7,6,0,5.0,3.3,0.65,Late submission and weak teamwork,0.47,4.0,0.67,0.67,4.07
12,11,0,3.7,4.5,0.77,Good but not consistent,0.42,2.8,0.98,0.65,3.96
15,1,6,4.0,2.5,0.87,Very committed and reliable,0.74,3.6,0.87,0.48,2.56
15,7,1,3.8,2.8,0.74,Very committed and reliable,0.54,4.1,0.6,0.93,3.21
7,6,1,2.4,4.6,0.85,Good but not consistent,0.58,2.6,0.45,0.95,3.63
20,5,8,4.9,3.0,0.88,Excellent performance and teamwork,0.52,2.6,0.75,0.7,2.92
17,14,1,2.7,4.9,0.75,Good but not consistent,0.59,4.0,0.52,0.46,3.93
13,11,2,2.3,2.8,0.96,Excellent performance and teamwork,0.67,4.4,0.94,0.46,3.65
13,8,1,4.3,2.4,0.73,Late submission and weak teamwork,0.85,3.4,0.77,0.97,3.31
15,4,0,3.7,3.8,0.61,Late submission and weak teamwork,0.46,3.8,0.73,0.84,2.96
10,2,1,4.1,3.4,0.76,Needs improvement in deadlines,0.78,4.0,0.97,0.49,2.98
17,8,8,4.5,3.2,0.78,Late submission and weak teamwork,0.41,3.2,0.61,0.95,3.28
15,15,0,2.6,3.5,0.9,Excellent performance and teamwork,0.79,3.7,0.97,0.7,3.91
11,2,8,4.9,2.5,0.87,Late submission and weak teamwork,0.93,3.8,0.54,0.72,2.95
14,7,2,3.9,2.3,0.87,Excellent performance and teamwork,0.62,3.2,0.44,0.85,3.06
14,2,0,2.2,4.7,0.86,Needs improvement in deadlines,0.42,3.0,0.37,0.87,2.62
7,1,2,3.2,2.4,0.8,Excellent performance and teamwork,0.67,2.6,0.75,0.71,2.25
5,2,0,2.8,3.2,0.72,Excellent performance and teamwork,0.78,2.9,0.72,0.77,2.74
12,2,2,4.2,4.7,0.82,Very committed and reliable,0.84,3.6,0.48,0.55,3.16
11,2,1,4.8,4.1,0.65,Excellent performance and teamwork,0.79,2.9,0.92,0.43,2.96
16,4,1,3.3,4.7,0.77,Needs improvement in deadlines,0.54,3.5,0.6,0.49,3.06
16,7,5,2.4,3.7,0.71,Outstanding contribution,0.41,4.9,0.55,0.92,3.21
8,1,4,3.1,2.1,0.62,Very committed and reliable,0.65,4.7,0.62,0.96,2.48
17,10,5,4.0,2.8,0.92,Excellent performance and teamwork,0.84,4.5,0.41,0.86,3.6
18,6,4,3.7,4.1,0.97,Outstanding contribution,0.52,3.6,0.98,0.83,3.27
13,3,1,3.5,3.8,0.74,Very committed and reliable,0.5,3.4,0.67,0.45,2.86
11,1,4,3.9,2.5,0.99,Excellent performance and teamwork,0.95,3.2,0.31,0.56,2.55
18,18,0,2.2,3.9,0.8,Good but not consistent,0.86,3.7,0.36,0.73,3.86
20,2,5,4.2,2.3,0.79,Very committed and reliable,0.92,4.8,0.56,0.94,2.81
18,2,2,2.0,3.0,0.9,Excellent performance and teamwork,0.63,4.7,0.68,0.69,2.56
13,4,3,4.7,3.1,0.73,Late submission and weak teamwork,0.95,4.4,0.6,0.72,3.27
20,8,5,2.6,4.2,0.99,Excellent performance and teamwork,0.8,4.3,0.88,0.58,3.31
19,18,1,2.2,2.7,0.6,Late submission and weak teamwork,0.95,2.6,0.31,0.67,3.22
5,5,0,3.8,4.0,0.94,Excellent performance and teamwork,0.51,3.0,0.73,0.73,4.13
19,8,6,4.9,4.4,0.6,Outstanding contribution,0.44,2.9,0.45,1.0,3.37
16,10,0,2.3,3.0,0.99,Good but not consistent,0.99,3.7,0.4,0.84,3.23
18,13,5,4.8,3.7,0.61,Very committed and reliable,0.83,3.1,0.98,0.69,3.71
15,10,1,4.0,2.9,0.97,Late submission and weak teamwork,0.51,2.5,0.85,0.48,3.36
12,0,3,2.8,2.4,0.72,Outstanding contribution,0.76,2.6,0.83,0.43,1.92
9,5,1,2.2,4.2,0.68,Excellent performance and teamwork,0.64,3.4,0.46,0.97,3.13
18,13,5,3.0,3.6,0.66,Excellent performance and teamwork,0.68,4.6,0.4,0.62,3.65
19,10,3,4.5,4.1,0.63,Good but not consistent,0.64,3.8,0.82,0.41,3.58
10,1,0,2.2,3.0,0.62,Good but not consistent,0.77,3.6,0.55,0.5,2.22
11,9,0,2.8,2.2,0.62,Outstanding contribution,0.42,4.1,0.98,0.85,3.36
13,0,7,4.0,2.6,0.7,Late submission and weak teamwork,0.96,4.3,0.35,0.99,2.53
12,9,0,4.7,3.5,0.99,Outstanding contribution,0.81,3.6,0.67,0.92,3.98
16,3,4,2.6,4.9,0.83,Excellent performance and teamwork,0.7,4.2,0.91,0.44,3.04
12,4,5,3.0,3.1,0.62,Excellent performance and teamwork,0.47,4.3,0.88,0.68,2.89
12,0,6,3.3,2.5,0.73,Outstanding contribution,0.9,3.9,0.36,0.81,2.31
20,8,0,4.7,3.8,0.9,Needs improvement in deadlines,0.55,3.3,0.96,0.97,3.41
10,10,0,3.7,3.8,0.97,Needs improvement in deadlines,0.62,4.9,0.78,0.75,4.46
7,0,5,3.5,2.8,0.99,Needs improvement in deadlines,0.98,4.4,0.62,0.53,2.63
20,14,3,3.8,3.8,0.75,Excellent performance and teamwork,0.69,3.3,0.95,0.75,3.61
17,5,7,3.5,3.5,0.8,Very committed and reliable,0.64,4.1,0.52,0.44,3.06
16,16,0,4.1,4.3,0.77,Good but not consistent,0.87,4.7,0.95,0.9,4.5
7,1,6,2.8,2.4,0.96,Late submission and weak teamwork,1.0,4.4,0.31,0.89,2.61
16,15,1,3.8,4.3,0.68,Late submission and weak teamwork,0.78,4.4,0.59,0.44,4.25
13,1,3,3.1,3.1,0.91,Late submission and weak teamwork,0.98,3.9,0.98,0.66,2.59
12,5,7,3.6,4.9,0.99,Excellent performance and teamwork,0.99,4.7,0.72,0.46,3.76
8,7,1,2.6,2.0,0.6,Late submission and weak teamwork,0.92,2.6,0.39,0.81,3.05
11,2,8,4.7,2.5,0.71,Excellent performance and teamwork,0.89,2.6,0.44,0.91,2.59
14,3,8,2.6,3.7,0.84,Needs improvement in deadlines,0.74,2.9,0.85,0.7,2.58
6,3,0,4.2,4.2,0.64,Excellent performance and teamwork,0.52,3.6,0.62,0.7,3.47
7,0,7,2.6,3.9,0.63,Needs improvement in deadlines,0.92,2.9,0.67,0.52,2.19
18,6,9,2.1,2.8,0.61,Excellent performance and teamwork,0.6,3.3,0.53,0.8,2.44
8,0,1,3.7,3.4,0.65,Good but not consistent,0.51,4.4,0.52,0.66,2.62
13,9,2,2.7,3.0,0.64,Very committed and reliable,0.89,4.5,0.7,0.83,3.4
13,0,3,4.0,4.7,0.82,Good but not consistent,0.66,3.3,0.83,0.4,2.81
18,0,16,3.9,3.8,0.77,Outstanding contribution,0.76,3.0,0.3,0.56,2.53
8,2,6,3.4,3.2,0.98,Very committed and reliable,0.71,3.0,0.8,0.93,2.79
10,5,4,2.2,3.2,0.94,Excellent performance and teamwork,0.63,4.0,0.61,0.73,3.1
8,4,3,3.3,4.1,0.63,Very committed and reliable,0.84,2.7,0.5,0.47,3.08
9,2,2,4.4,2.3,0.96,Late submission and weak teamwork,0.77,3.9,0.79,0.51,2.93
5,3,1,5.0,2.1,0.81,Late submission and weak teamwork,0.62,4.9,0.9,0.63,3.71
19,17,0,4.9,4.5,0.96,Outstanding contribution,0.74,3.5,0.58,0.64,4.4
15,13,0,3.6,2.5,0.96,Outstanding contribution,0.94,3.6,0.58,0.82,3.72
18,4,4,2.2,2.2,0.69,Late submission and weak teamwork,0.46,3.0,0.81,0.5,2.16
18,15,0,3.4,4.1,0.66,Needs improvement in deadlines,0.7,4.5,0.82,0.66,3.98
10,9,1,4.7,4.2,0.91,Good but not consistent,0.46,3.6,0.35,0.42,4.3
18,2,12,2.0,4.3,0.91,Very committed and reliable,0.81,3.6,0.85,0.79,2.6
14,8,4,2.4,4.9,0.75,Outstanding contribution,0.56,4.2,0.67,0.82,3.53
6,2,3,2.7,3.0,0.86,Late submission and weak teamwork,0.79,4.6,0.39,0.89,2.99
16,10,3,3.6,4.6,0.84,Good but not consistent,0.63,2.7,0.53,0.93,3.54
8,1,6,4.4,5.0,0.63,Late submission and weak teamwork,0.65,3.7,0.73,0.94,3.12
20,18,0,4.4,4.4,0.76,Excellent performance and teamwork,0.43,4.2,0.44,0.88,4.33
14,14,0,4.6,4.0,0.84,Excellent performance and teamwork,0.42,5.0,0.5,0.57,4.64
15,15,0,3.9,4.8,0.89,Good but not consistent,0.43,4.5,0.39,0.59,4.59
19,17,2,3.4,3.5,0.92,Outstanding contribution,0.99,4.7,0.52,0.63,4.12
7,6,1,2.3,3.2,0.62,Outstanding contribution,0.4,5.0,0.34,0.62,3.7
15,5,7,4.4,2.8,0.95,Very committed and reliable,0.82,2.6,0.47,1.0,2.94
8,2,0,2.7,2.4,0.77,Excellent performance and teamwork,0.88,4.3,0.72,0.61,2.64
5,5,0,2.2,3.1,0.94,Needs improvement in deadlines,0.99,2.6,0.84,0.41,3.55
10,4,2,3.0,4.6,0.93,Very committed and reliable,0.83,3.9,0.76,0.49,3.37
11,11,0,2.3,3.4,0.85,Needs improvement in deadlines,0.62,4.7,0.69,0.75,4.01
20,19,1,2.8,3.0,0.8,Good but not consistent,0.99,2.6,0.86,0.94,3.5
12,2,1,3.4,4.3,0.76,Needs improvement in deadlines,0.93,3.1,0.98,0.85,2.79
8,5,1,4.9,4.0,0.76,Excellent performance and teamwork,0.78,4.9,0.35,0.91,4.08
16,16,0,3.6,3.3,0.77,Outstanding contribution,0.71,3.5,0.67,0.49,3.97
15,1,1,3.0,4.3,0.76,Excellent performance and teamwork,0.97,3.8,0.7,0.62,2.7
20,3,16,4.9,3.5,0.8,Very committed and reliable,0.96,3.7,0.4,0.81,3.05
15,3,1,2.5,4.8,0.82,Excellent performance and teamwork,0.7,4.2,0.96,0.58,3.01
7,6,0,2.9,2.4,0.76,Needs improvement in deadlines,0.7,4.2,0.81,0.79,3.57
7,5,2,4.4,4.9,0.81,Good but not consistent,0.92,4.3,0.62,0.93,4.2
12,11,1,3.8,3.2,0.71,Good but not consistent,0.69,4.7,0.85,0.69,4.07
19,4,2,4.4,4.5,0.74,Outstanding contribution,0.7,3.8,0.92,0.66,3.23
15,0,12,5.0,2.4,0.61,Very committed and reliable,0.76,4.3,0.77,0.88,2.65
6,5,0,3.9,4.4,0.72,Late submission and weak teamwork,0.85,3.4,0.61,0.51,3.95
18,17,1,3.0,4.1,0.69,Late submission and weak teamwork,0.87,4.5,0.53,0.96,4.08
9,5,0,4.1,4.1,0.82,Excellent performance and teamwork,0.85,3.9,0.45,0.56,3.66
6,3,0,3.4,3.5,0.69,Excellent performance and teamwork,0.94,3.5,0.42,0.6,3.18
9,8,1,3.6,2.4,0.64,Good but not consistent,0.82,3.1,0.89,0.6,3.47
11,9,1,2.4,4.3,0.8,Excellent performance and teamwork,0.96,3.8,0.4,0.56,3.73
16,5,9,3.3,2.1,0.81,Needs improvement in deadlines,0.58,4.0,0.98,0.76,2.75
18,17,0,4.3,3.8,0.66,Excellent performance and teamwork,0.4,4.9,0.54,0.99,4.35
9,0,8,3.4,2.7,0.64,Outstanding contribution,0.75,3.3,0.56,0.48,2.2
17,14,3,3.2,4.3,0.61,Excellent performance and teamwork,0.89,3.8,0.65,0.55,3.8
18,12,4,3.5,2.4,0.88,Very committed and reliable,0.78,3.0,0.57,0.88,3.22
15,14,1,4.5,2.3,0.62,Very committed and reliable,0.48,4.0,0.88,0.95,3.87
9,1,3,4.2,4.3,0.63,Very committed and reliable,0.56,3.7,0.98,0.89,2.92
19,15,3,3.3,4.2,0.82,Very committed and reliable,0.85,4.0,0.66,0.49,3.89
15,15,0,3.2,2.9,0.84,Outstanding contribution,0.51,4.4,0.77,0.61,4.02
7,1,4,3.9,2.3,0.68,Outstanding contribution,0.84,3.4,1.0,0.89,2.47
14,14,0,4.3,2.8,0.74,Good but not consistent,0.96,4.2,0.5,0.8,4.13
13,2,11,3.4,2.3,0.92,Late submission and weak teamwork,0.52,4.0,0.3,0.92,2.63
15,14,0,2.9,4.9,0.84,Very committed and reliable,0.41,3.3,0.7,0.49,4.04
9,9,0,2.8,3.7,0.64,Late submission and weak teamwork,0.92,4.6,0.34,0.98,4.04
11,7,1,2.2,3.9,0.89,Excellent performance and teamwork,0.77,3.4,0.52,0.62,3.3
16,8,5,3.6,4.7,0.88,Needs improvement in deadlines,0.93,4.3,0.53,0.46,3.71
18,13,0,2.5,3.3,0.98,Needs improvement in deadlines,0.77,3.4,0.45,0.74,3.41
11,8,2,4.3,4.7,0.7,Excellent performance and teamwork,0.77,2.6,0.59,0.53,3.76
9,7,1,3.6,3.5,0.91,Late submission and weak teamwork,0.47,4.5,0.7,0.81,3.94
18,0,11,3.4,3.0,0.86,Good but not consistent,0.79,4.6,0.99,0.63,2.63
17,15,1,4.7,4.8,0.61,Needs improvement in deadlines,0.48,3.9,0.65,0.58,4.31
16,16,0,2.0,2.3,0.97,Excellent performance and teamwork,0.97,3.2,0.67,0.65,3.48
5,4,0,3.2,2.2,0.69,Late submission and weak teamwork,0.69,4.7,0.49,0.75,3.56
16,12,1,2.9,3.8,0.97,Outstanding contribution,0.54,4.6,0.41,0.8,3.87
14,4,9,2.5,3.1,0.75,Late submission and weak teamwork,0.96,3.7,0.56,0.63,2.66
16,12,2,3.9,3.5,0.89,Outstanding contribution,0.47,4.4,0.87,0.53,3.93
15,7,3,3.0,2.1,0.84,Needs improvement in deadlines,0.41,3.0,0.94,0.42,2.74
18,11,0,4.7,3.8,0.71,Needs improvement in deadlines,0.72,4.0,0.36,0.41,3.77
5,4,0,3.5,4.1,0.78,Late submission and weak teamwork,0.85,4.6,0.34,0.72,4.03
20,12,6,4.8,3.8,0.94,Outstanding contribution,0.46,3.3,0.96,0.88,3.75
8,3,0,4.8,3.7,0.73,Good but not consistent,0.85,3.5,0.35,0.87,3.33
17,9,7,4.1,2.0,0.72,Excellent performance and teamwork,0.84,3.9,0.99,0.49,3.15
14,14,0,3.9,4.4,0.68,Excellent performance and teamwork,0.45,4.9,0.35,0.93,4.48
12,11,1,4.6,4.4,0.99,Needs improvement in deadlines,0.92,2.7,0.47,0.56,4.21
5,3,0,3.3,3.0,0.79,Very committed and reliable,0.88,3.2,0.41,0.77,3.2
9,4,4,2.2,4.3,0.96,Very committed and reliable,0.44,4.4,0.95,0.62,3.33
12,11,0,3.3,2.3,0.87,Excellent performance and teamwork,0.48,3.1,0.89,0.55,3.55
11,6,2,4.8,3.9,0.96,Excellent performance and teamwork,0.41,4.9,0.91,0.5,4.02
20,15,1,4.5,4.1,0.62,Needs improvement in deadlines,0.77,4.1,0.67,0.56,3.97
12,4,7,2.5,3.9,0.64,Late submission and weak teamwork,0.74,3.2,0.39,0.92,2.74
8,4,0,2.1,3.7,0.67,Late submission and weak teamwork,0.46,3.3,0.8,0.94,2.91
12,11,1,4.4,3.0,0.91,Excellent performance and teamwork,0.99,4.7,0.41,0.48,4.25
11,11,0,4.7,3.7,0.68,Late submission and weak teamwork,0.56,4.1,0.88,0.86,4.34
17,6,4,3.8,3.7,0.99,Excellent performance and teamwork,0.89,3.0,0.5,0.75,3.12
12,9,3,4.6,4.8,0.76,Late submission and weak teamwork,0.93,3.1,0.97,0.68,4.0
9,1,4,4.7,3.3,0.8,Outstanding contribution,0.46,2.8,0.59,0.94,2.73
9,0,7,4.3,5.0,0.95,Very committed and reliable,0.78,4.4,0.56,0.74,3.21
18,15,3,3.9,3.9,0.68,Outstanding contribution,0.42,3.0,0.79,0.62,3.75
15,1,2,3.6,3.5,0.76,Very committed and reliable,0.5,4.7,0.64,1.0,2.84
5,0,0,4.2,4.1,0.98,Needs improvement in deadlines,0.74,4.8,0.5,0.85,3.11
20,18,1,2.9,4.3,0.86,Needs improvement in deadlines,0.6,3.0,0.52,0.71,3.82
20,7,1,4.2,4.2,0.87,Needs improvement in deadlines,0.5,3.8,0.56,0.99,3.4
9,3,4,3.1,4.8,0.91,Needs improvement in deadlines,0.9,3.7,0.84,0.86,3.28
18,3,9,4.4,4.6,0.68,Very committed and reliable,0.77,4.1,0.78,0.91,3.21
18,4,6,3.5,3.5,0.83,Good but not consistent,0.8,4.5,0.7,0.77,3.05
5,4,1,2.9,4.0,0.71,Excellent performance and teamwork,0.92,3.3,0.43,0.97,3.6
17,11,1,2.7,4.0,0.65,Needs improvement in deadlines,0.45,4.2,0.89,0.51,3.48
11,3,2,4.5,3.6,0.86,Very committed and reliable,0.73,3.0,0.6,0.64,3.06
11,8,1,3.6,2.5,0.85,Outstanding contribution,0.47,4.1,0.53,0.57,3.56
7,6,1,4.7,2.0,0.63,Late submission and weak teamwork,0.84,4.8,0.52,0.59,3.9
8,7,1,4.7,4.0,0.84,Excellent performance and teamwork,0.99,2.9,0.79,0.79,4.05
11,1,0,4.1,2.8,0.63,Needs improvement in deadlines,0.74,3.0,0.63,0.87,2.43
10,4,0,3.1,4.4,0.99,Excellent performance and teamwork,0.83,3.4,0.36,0.93,3.28
19,10,1,2.1,2.5,0.8,Late submission and weak teamwork,0.59,3.3,0.6,0.53,2.77
8,8,0,3.7,3.6,0.78,Outstanding contribution,0.49,3.6,0.87,0.91,4.07
6,4,0,2.5,4.7,0.72,Needs improvement in deadlines,0.45,3.1,0.86,0.48,3.42
20,13,3,3.5,5.0,0.69,Very committed and reliable,0.57,2.8,0.81,0.57,3.58
9,2,5,2.8,3.2,0.99,Good but not consistent,0.48,4.8,0.9,0.65,2.99
13,6,2,4.0,3.6,0.6,Good but not consistent,0.87,4.9,0.82,0.43,3.49
11,2,5,3.8,4.3,0.68,Needs improvement in deadlines,0.65,2.8,0.7,0.67,2.79
18,15,0,4.3,4.8,1.0,Very committed and reliable,0.54,3.1,0.9,0.73,4.19
11,7,3,3.0,4.8,0.64,Good but not consistent,0.58,4.8,0.5,0.81,3.79
19,14,5,2.3,3.0,0.67,Very committed and reliable,0.54,4.8,0.4,0.67,3.46
5,3,2,3.5,4.0,0.68,Needs improvement in deadlines,0.82,4.7,0.43,0.81,3.68
9,4,1,2.3,3.9,0.8,Outstanding contribution,0.6,3.2,0.51,0.44,2.95
19,2,16,2.7,5.0,0.72,Outstanding contribution,0.88,3.9,0.99,0.95,2.84
12,3,9,3.3,3.1,0.7,Excellent performance and teamwork,0.77,2.7,0.37,0.84,2.55
14,11,3,3.0,2.6,0.8,Very committed and reliable,0.47,5.0,0.88,0.66,3.7
12,12,0,4.5,2.9,0.78,Good but not consistent,0.72,2.6,0.96,0.78,3.89
17,10,6,4.3,4.4,0.86,Good but not consistent,0.67,2.6,0.75,0.69,3.57
11,9,0,3.0,2.2,0.96,Good but not consistent,0.94,2.7,0.69,0.41,3.29
8,8,0,3.7,4.4,0.98,Late submission and weak teamwork,0.74,4.4,0.99,0.57,4.49
14,5,5,2.6,2.4,0.67,Good but not consistent,0.98,3.1,0.97,0.4,2.49
6,2,0,3.7,3.0,0.73,Good but not consistent,0.41,4.0,0.48,0.71,3.0
14,9,3,4.2,4.2,0.68,Good but not consistent,0.94,3.3,0.86,0.74,3.64
12,4,1,3.7,3.6,0.68,Late submission and weak teamwork,0.67,4.2,0.89,0.72,3.14
12,0,12,3.3,2.8,0.85,Excellent performance and teamwork,0.41,5.0,0.33,0.52,2.65
10,2,3,2.4,2.6,0.92,Late submission and weak teamwork,0.96,3.7,0.79,0.95,2.5
8,4,0,3.9,3.4,0.89,Excellent performance and teamwork,0.52,3.7,0.52,0.85,3.4
16,7,5,4.6,3.8,0.99,Needs improvement in deadlines,0.78,2.7,0.93,0.58,3.37
5,2,3,3.3,4.6,0.81,Good but not consistent,0.4,4.7,0.48,0.45,3.52
14,3,2,3.1,3.3,0.81,Outstanding contribution,0.78,3.7,0.6,0.67,2.75
14,4,2,3.9,4.3,0.95,Excellent performance and teamwork,0.9,2.6,0.88,0.46,3.06
12,1,5,3.9,3.9,0.99,Needs improvement in deadlines,0.44,4.8,0.98,0.66,3.14
8,1,4,2.4,3.9,0.97,Excellent performance and teamwork,0.88,4.1,0.44,0.98,2.75
8,6,1,4.5,2.9,0.96,Outstanding contribution,0.79,3.9,0.52,0.71,3.87
17,5,3,2.2,2.5,0.99,Needs improvement in deadlines,0.8,4.4,0.32,0.52,2.76
5,3,2,3.3,4.7,0.71,Excellent performance and teamwork,0.89,3.2,0.55,0.82,3.5
9,0,1,3.3,3.0,0.6,Late submission and weak teamwork,0.68,4.8,0.61,0.98,2.52
19,14,3,3.3,4.4,0.83,Outstanding contribution,0.73,4.4,0.54,0.44,3.94
12,5,7,3.1,4.1,0.61,Late submission and weak teamwork,1.0,4.3,0.62,0.75,3.23
14,9,2,4.5,3.4,0.6,Needs improvement in deadlines,0.88,3.3,0.68,0.79,3.5
9,0,3,3.7,2.9,0.77,Excellent performance and teamwork,0.71,3.9,0.71,1.0,2.49
19,4,2,4.6,3.4,0.84,Outstanding contribution,0.6,3.8,0.56,0.73,3.1
18,11,0,3.4,2.5,0.66,Late submission and weak teamwork,0.9,3.6,0.46,0.62,3.15
14,5,0,4.8,4.7,0.9,Late submission and weak teamwork,0.55,4.5,0.35,0.76,3.79
20,14,3,3.2,4.5,0.72,Very committed and reliable,0.48,3.8,0.64,0.66,3.71
20,16,1,4.8,4.9,0.66,Excellent performance and teamwork,0.58,4.9,0.36,0.78,4.45
11,11,0,2.5,3.1,0.82,Excellent performance and teamwork,0.95,2.6,0.74,0.7,3.55
6,2,4,2.0,3.3,0.94,Very committed and reliable,0.6,2.8,0.98,0.64,2.59
8,3,1,4.1,4.9,0.95,Good but not consistent,0.65,3.5,0.45,0.82,3.54
11,4,2,3.7,2.7,0.91,Late submission and weak teamwork,0.45,4.9,0.6,0.55,3.26
16,3,9,3.0,3.1,0.65,Needs improvement in deadlines,0.53,4.7,0.48,0.94,2.77
11,8,3,3.9,2.7,0.84,Good but not consistent,0.46,4.7,0.37,0.65,3.77
8,5,2,3.5,2.0,0.99,Good but not consistent,0.67,3.4,0.42,0.85,3.21
20,7,7,3.1,4.4,0.93,Needs improvement in deadlines,0.87,4.1,0.72,0.46,3.31
20,6,13,2.2,4.8,0.96,Outstanding contribution,0.5,3.1,0.98,0.41,2.95
17,13,1,4.5,4.1,0.71,Very committed and reliable,0.57,3.1,0.72,0.76,3.84
17,3,13,3.5,4.9,0.95,Late submission and weak teamwork,0.65,3.9,0.53,0.53,3.2
16,1,13,4.9,4.2,0.92,Late submission and weak teamwork,0.9,4.7,0.75,0.72,3.31
7,3,2,3.5,4.0,1.0,Outstanding contribution,0.6,4.0,0.42,0.88,3.44
5,5,0,3.1,3.7,0.88,Needs improvement in deadlines,0.65,4.7,0.89,0.83,4.24
5,0,5,4.2,4.0,0.95,Good but not consistent,0.56,2.9,0.4,0.71,2.7
14,12,2,3.6,2.7,0.93,Late submission and weak teamwork,0.97,3.7,0.93,0.46,3.75
9,6,1,3.7,4.1,0.7,Needs improvement in deadlines,0.53,4.9,0.68,0.63,3.89
16,14,1,4.5,4.1,0.61,Needs improvement in deadlines,0.79,3.7,0.54,0.88,4.08
17,4,3,2.9,4.8,0.66,Very committed and reliable,0.58,4.5,0.55,0.56,3.12
13,13,0,4.2,3.1,0.91,Excellent performance and teamwork,0.82,3.9,0.52,0.45,4.2
9,9,0,4.4,3.1,0.75,Outstanding contribution,0.72,4.7,0.32,0.81,4.32
10,3,0,4.5,2.4,0.66,Good but not consistent,0.78,3.4,0.84,0.4,2.84
7,2,2,3.7,3.0,0.87,Good but not consistent,0.66,3.2,0.93,0.84,2.84
9,6,1,3.5,2.3,0.84,Good but not consistent,0.49,3.0,0.59,0.76,3.18
10,3,1,3.2,2.1,0.67,Late submission and weak teamwork,0.68,4.5,0.35,0.67,2.75
12,2,7,2.4,3.6,0.71,Needs improvement in deadlines,0.61,3.0,0.67,0.78,2.41
15,5,5,3.9,4.0,0.98,Good but not consistent,0.95,4.6,0.7,0.72,3.49
5,4,0,4.7,2.8,0.63,Late submission and weak teamwork,0.88,5.0,0.91,0.74,4.02
5,2,1,2.5,3.3,0.63,Excellent performance and teamwork,0.61,3.4,0.32,0.99,2.76
7,5,0,4.7,2.0,0.81,Needs improvement in deadlines,0.57,3.3,0.72,0.95,3.48
8,6,2,3.0,2.8,0.9,Needs improvement in deadlines,0.6,2.6,0.79,0.78,3.26
6,2,1,4.1,4.8,0.78,Good but not consistent,0.86,5.0,0.84,0.66,3.67
11,10,1,2.7,2.6,0.8,Excellent performance and teamwork,0.54,4.1,0.31,0.44,3.64
17,16,1,4.5,3.1,0.98,Excellent performance and teamwork,0.58,2.7,0.94,0.52,3.96
10,8,2,2.6,4.0,0.62,Late submission and weak teamwork,0.54,4.6,0.78,0.95,3.75
15,0,2,4.6,3.3,0.76,Needs improvement in deadlines,0.88,4.7,0.33,0.62,2.9
19,11,0,4.2,4.5,0.79,Outstanding contribution,0.44,5.0,0.78,0.81,4.0
6,1,2,4.6,3.5,0.95,Excellent performance and teamwork,0.51,4.2,0.85,0.7,3.19
7,3,2,2.7,2.9,0.81,Excellent performance and teamwork,0.8,3.0,0.91,0.79,2.77
19,5,0,4.5,4.7,0.72,Late submission and weak teamwork,0.81,4.8,0.51,0.73,3.55
11,8,0,2.2,2.1,0.7,Good but not consistent,0.44,4.7,0.34,0.63,3.24
8,1,1,2.6,2.5,0.78,Good but not consistent,0.75,3.6,0.68,0.48,2.32
7,5,2,3.0,4.1,0.84,Excellent performance and teamwork,0.69,4.7,0.95,0.52,3.85
12,6,5,3.1,4.1,0.68,Outstanding contribution,0.79,4.1,0.67,0.55,3.35
15,14,1,4.0,3.9,0.64,Needs improvement in deadlines,0.55,2.6,0.68,1.0,3.82
5,1,4,2.3,2.8,0.98,Excellent performance and teamwork,0.84,4.0,0.83,0.69,2.61
